Unique Lake,sampledate,Chla (µg/L),TP (µg/L),TN (µg/L)
CHNL68,2018-09-15,60.0,80.0,620.0
CHNL68,2018-10-15,29.0,100.0,860.0
CHNL68,2018-11-15,45.0,70.0,850.0
CHNL68,2018-12-15,1.0,90.0,650.0
CHNL68,2019-01-15,4.0,90.0,1240.0
CHNL68,2019-02-15,6.0,80.0,1230.0
CHNL68,2019-03-15,26.0,60.0,1880.0
CHNL68,2019-04-15,54.0,130.0,470.0
CHNL68,2019-05-15,31.0,120.0,400.0
CHNL68,2019-06-15,2.0,20.0,750.0
CHNL68,2019-07-15,18.0,90.0,840.0
CHNL68,2019-08-15,51.9,130.0,2300.0
CHNL68,2019-09-15,5.0,30.0,640.0
CHNL68,2019-10-15,2.0,50.0,730.0
CHNL68,2019-11-15,2.0,30.0,880.0
CHNL68,2019-12-15,4.0,40.0,820.0
CHNL68,2020-01-15,4.0,50.0,880.0
CHNL68,2020-02-15,2.0,30.0,790.0
CHNL68,2020-03-15,3.0,40.0,940.0
CHNL68,2020-04-15,5.0,50.0,510.0
CHNL68,2020-05-15,2.0,50.0,910.0
CHNL68,2020-06-15,2.0,50.0,800.0
CHNL68,2020-07-15,92.0,72.0,1090.0
CHNL68,2020-08-15,32.0,50.0,560.0
CHNL68,2020-09-15,2.0,54.0,340.0
CHNL68,2020-10-15,10.0,37.0,320.0
CHNL68,2020-11-15,2.0,31.0,300.0
CHNL68,2020-12-15,3.0,80.0,1110.0
CHNL68,2021-01-15,3.0,133.0,1080.0
CHNL68,2021-02-15,4.0,100.0,880.0
CHNL68,2021-03-15,26.0,60.0,820.0
CHNL68,2021-04-15,12.0,60.0,1150.0
CHNL68,2021-05-15,10.0,70.0,1120.0
CHNL68,2021-06-15,24.0,49.0,720.0
CHNL68,2021-07-15,90.0,47.0,550.0
CHNL68,2021-08-15,13.0,48.0,500.0
CHNL68,2021-09-15,4.0,39.0,550.0
CHNL68,2021-10-15,11.0,31.0,530.0
CHNL68,2021-11-15,24.0,62.0,730.0
CHNL68,2021-12-15,16.0,45.0,870.0
CHNL68,2022-01-15,16.0,47.0,890.0
CHNL68,2022-03-15,9.0,64.0,930.0
CHNL68,2022-04-15,22.0,31.0,820.0
CHNL68,2022-05-15,4.0,43.0,850.0
CHNL68,2022-06-15,7.0,50.0,520.0
CHNL68,2022-07-15,71.0,48.0,630.0
CHNL68,2022-08-15,38.0,62.0,680.0
CHNL68,2022-09-15,52.0,90.0,1050.0
CHNL68,2022-10-15,8.0,90.0,1120.0
CHNL68,2022-11-15,8.0,50.0,1060.0
CHNL68,2022-12-15,14.0,60.0,1270.0
CHNL69,2018-01-15,3.33,20.0,2496.67
CHNL69,2018-02-15,4.33,20.0,2283.33
CHNL69,2018-03-15,3.0,20.0,2190.0
CHNL69,2018-04-15,5.0,20.0,2100.0
CHNL69,2018-05-15,3.0,20.0,1680.0
CHNL69,2018-06-15,6.0,10.0,1850.0
CHNL69,2018-07-15,1.0,10.0,2070.0
CHNL69,2018-08-15,4.0,20.0,2290.0
CHNL69,2018-09-15,2.0,10.0,2330.0
CHNL69,2018-10-15,5.0,20.0,2000.0
CHNL69,2018-11-15,3.0,20.0,2090.0
CHNL69,2018-12-15,5.0,10.0,2000.0
CHNL69,2019-01-15,1.0,20.0,1760.0
CHNL69,2019-02-15,1.0,20.0,1960.0
CHNL69,2019-03-15,1.0,20.0,2029.9999999999998
CHNL69,2019-04-15,3.0,10.0,1910.0
CHNL69,2019-05-15,3.0,20.0,1420.0
CHNL69,2019-06-15,1.0,20.0,1870.0
CHNL69,2019-07-15,1.0,20.0,1740.0
CHNL69,2019-08-15,5.0,5.0,1880.0
CHNL69,2019-09-15,4.0,10.0,1760.0
CHNL69,2019-10-15,6.0,20.0,2380.0
CHNL69,2019-11-15,1.0,10.0,1860.0
CHNL69,2019-12-15,1.0,10.0,2040.0
CHNL69,2020-01-15,1.0,9.0,1760.0
CHNL69,2020-02-15,2.0,20.0,2110.0
CHNL69,2020-03-15,2.0,20.0,1900.0
CHNL69,2020-04-15,2.0,8.0,1920.0
CHNL69,2020-05-15,1.0,10.0,1860.0
CHNL69,2020-06-15,4.0,11.0,1670.0
CHNL69,2020-07-15,3.0,9.0,1790.0
CHNL69,2020-08-15,1.0,9.0,1390.0
CHNL69,2020-09-15,1.0,11.0,1490.0
CHNL69,2020-10-15,2.0,11.0,1440.0
CHNL69,2020-11-15,1.0,9.0,1610.0
CHNL69,2020-12-15,1.0,12.0,1740.0
CHNL69,2021-01-15,0.1,6.5,1564.2
CHNL69,2021-02-15,1.0,17.5,1914.1999999999998
CHNL69,2021-03-15,1.0,17.5,1704.2
CHNL69,2021-04-15,1.0,5.5,1724.2
CHNL69,2021-05-15,0.1,7.5,1664.1999999999998
CHNL69,2021-06-15,3.0,8.5,1474.2
CHNL69,2021-07-15,2.0,6.5,1594.2
CHNL69,2021-08-15,0.1,6.5,1194.1999999999998
CHNL69,2021-09-15,0.1,8.5,1294.2
CHNL69,2021-10-15,1.0,8.5,1244.2
CHNL69,2021-11-15,0.1,6.5,1414.1999999999998
CHNL69,2021-12-15,0.1,9.5,1544.2
CHNL69,2022-01-15,0.1,4.0,1368.4
CHNL69,2022-02-15,0.1,15.0,1718.3999999999999
CHNL69,2022-03-15,0.1,15.0,1508.3999999999999
CHNL69,2022-04-15,0.1,3.0,1528.4
CHNL69,2022-05-15,0.1,5.0,1468.3999999999999
CHNL69,2022-06-15,2.0,6.0,1278.4
CHNL69,2022-07-15,1.0,4.0,1398.4
CHNL69,2022-08-15,0.1,4.0,998.4
CHNL69,2022-09-15,0.1,6.0,1098.4
CHNL69,2022-10-15,0.1,6.0,1048.4
CHNL69,2022-11-15,0.1,4.0,1218.3999999999999
CHNL69,2022-12-15,0.1,7.0,1348.4
CHNL73,2016-01-15,10.5,70.0,860.0
CHNL73,2016-02-15,11.799999999999999,100.0,890.0
CHNL73,2016-03-15,12.200000000000001,100.0,900.0
CHNL73,2016-04-15,12.4,100.0,690.0
CHNL73,2016-05-15,12.8,160.0,880.0
CHNL73,2016-06-15,13.979999999999999,30.0,720.0
CHNL73,2016-07-15,13.100000000000001,30.0,460.0
CHNL73,2016-08-15,10.040000000000001,30.0,720.0
CHNL73,2016-09-15,9.530000000000001,10.0,1040.0
CHNL73,2016-10-15,11.700000000000001,20.0,810.0
CHNL73,2016-11-15,11.0,10.0,600.0
CHNL73,2016-12-15,11.129999999999999,20.0,680.0
CHNL73,2017-01-15,6.43,50.0,790.0
CHNL73,2017-02-15,10.0,50.0,740.0
CHNL73,2017-03-15,10.4,40.0,760.0
CHNL73,2017-04-15,11.4,70.0,920.0
CHNL73,2017-05-15,10.0,40.0,700.0
CHNL73,2017-06-15,14.0,30.0,540.0
CHNL73,2017-07-15,9.0,30.0,420.0
CHNL73,2017-08-15,4.0,20.0,580.0
CHNL73,2017-09-15,5.0,20.0,430.0
CHNL73,2017-10-15,7.67,33.33,956.6700000000001
CHNL73,2017-11-15,10.0,30.0,780.0
CHNL73,2017-12-15,5.0,40.0,950.0
CHNL73,2018-01-15,3.0,50.0,725.0
CHNL73,2018-02-15,4.5,70.0,910.0
CHNL73,2018-03-15,31.0,100.0,1720.0
CHNL73,2018-04-15,20.0,70.0,520.0
CHNL73,2018-05-15,16.0,20.0,480.0
CHNL73,2018-06-15,6.0,20.0,340.0
CHNL73,2018-07-15,20.0,30.0,830.0
CHNL73,2018-08-15,9.0,5.0,500.0
CHNL73,2018-09-15,8.0,30.0,560.0
CHNL73,2018-10-15,4.0,10.0,760.0
CHNL73,2018-11-15,5.0,20.0,780.0
CHNL73,2018-12-15,6.0,20.0,940.0
CHNL73,2019-01-15,2.0,50.0,860.0
CHNL73,2019-02-15,32.0,40.0,730.0
CHNL73,2019-03-15,26.0,80.0,880.0
CHNL73,2019-04-15,32.0,90.0,1040.0
CHNL73,2019-05-15,2.0,40.0,600.0
CHNL73,2019-06-15,2.0,20.0,420.0
CHNL73,2019-07-15,4.0,20.0,440.0
CHNL73,2019-08-15,8.0,60.0,480.0
CHNL73,2019-09-15,9.0,40.0,600.0
CHNL73,2019-10-15,2.0,20.0,770.0
CHNL73,2019-12-15,2.0,20.0,760.0
CHNL73,2020-01-15,2.0,14.0,640.0
CHNL73,2020-02-15,20.0,15.0,690.0
CHNL73,2020-03-15,20.0,20.0,560.0
CHNL73,2020-04-15,15.0,25.0,590.0
CHNL73,2020-05-15,2.0,55.0,480.0
CHNL73,2020-06-15,4.0,23.0,350.0
CHNL73,2020-07-15,3.0,16.0,290.0
CHNL73,2020-08-15,3.0,22.0,1410.0
CHNL73,2020-09-15,3.0,20.0,410.0
CHNL73,2020-10-15,3.0,10.0,1060.0
CHNL73,2020-11-15,2.0,5.0,880.0
CHNL73,2020-12-15,2.0,12.0,800.0
CHNL73,2021-01-15,2.0,50.0,900.0
CHNL73,2021-02-15,20.0,52.0,730.0
CHNL73,2021-03-15,2.0,50.0,520.0
CHNL73,2021-04-15,2.0,49.0,690.0
CHNL73,2021-05-15,2.0,36.0,620.0
CHNL73,2021-06-15,2.0,24.0,400.0
CHNL73,2021-07-15,2.0,22.0,410.0
CHNL73,2021-08-15,2.0,13.0,400.0
CHNL73,2021-09-15,20.0,22.0,520.0
CHNL73,2021-10-15,2.0,21.0,860.0
CHNL73,2021-11-15,2.0,19.0,950.0
CHNL73,2021-12-15,7.0,11.0,980.0
CHNL73,2022-01-15,2.0,31.0,960.0
CHNL73,2022-04-15,2.0,41.0,530.0
CHNL73,2022-07-15,8.0,19.0,320.0
CHNL73,2022-10-15,11.0,16.0,400.0
CHNL75,2018-01-15,2.0,40.0,1477.5
CHNL75,2018-02-15,6.5,25.0,1552.5
CHNL75,2018-03-15,7.0,30.0,1365.0
CHNL75,2018-04-15,2.0,20.0,1680.0
CHNL75,2018-05-15,4.5,20.0,1675.0
CHNL75,2018-06-15,8.5,20.0,870.0
CHNL75,2018-07-15,41.5,50.0,885.0
CHNL75,2018-08-15,17.5,25.0,685.0
CHNL75,2018-09-15,18.5,50.0,1320.0
CHNL75,2018-10-15,53.0,40.0,1900.0
CHNL75,2018-11-15,33.0,40.0,1680.0
CHNL75,2018-12-15,15.5,50.0,2340.0
CHNL75,2019-01-15,11.5,35.0,2340.0
CHNL75,2019-02-15,5.5,35.0,2120.0
CHNL75,2019-03-15,1.0,35.0,2635.0
CHNL75,2019-04-15,12.5,20.0,2210.0
CHNL75,2019-05-15,13.5,40.0,1650.0
CHNL75,2019-06-15,14.0,20.0,1345.0
CHNL75,2019-07-15,14.5,40.0,470.0
CHNL75,2019-08-15,13.0,50.0,880.0
CHNL75,2019-09-15,13.5,40.0,1950.0
CHNL75,2019-10-15,24.5,150.0,2220.0
CHNL75,2019-11-15,7.5,45.0,1675.0
CHNL75,2019-12-15,12.0,7.5,1670.0
CHNL75,2020-01-15,10.0,47.5,2090.0
CHNL75,2020-02-15,10.0,30.0,2340.0
CHNL75,2020-03-15,10.0,25.0,1870.0
CHNL75,2020-04-15,10.0,40.0,1735.0
CHNL75,2020-05-15,2.0,55.0,1470.0
CHNL75,2020-06-15,11.5,30.0,1430.0
CHNL75,2020-07-15,11.0,76.0,1350.0
CHNL75,2020-08-15,41.0,142.0,3235.0
CHNL75,2020-09-15,37.0,52.5,2835.0
CHNL75,2020-10-15,5.5,40.0,2395.0
CHNL75,2020-11-15,17.5,28.5,2060.0
CHNL75,2020-12-15,1.5,24.0,2090.0
CHNL75,2021-02-15,7.0,55.0,2650.0
CHNL75,2021-03-15,10.0,28.5,2885.0
CHNL75,2021-04-15,10.0,26.5,2780.0
CHNL75,2021-05-15,9.5,31.5,2255.0
CHNL75,2021-06-15,8.5,35.0,1740.0
CHNL75,2021-07-15,28.0,54.0,1840.0
CHNL75,2021-08-15,52.0,111.0,2650.0
CHNL75,2021-09-15,28.5,111.5,2615.0
CHNL75,2021-10-15,9.0,72.0,2785.0
CHNL75,2021-11-15,12.5,39.0,2965.0
CHNL75,2021-12-15,26.0,31.0,3230.0
CHNL75,2022-01-15,17.0,38.5,3475.0
CHNL75,2022-02-15,14.5,30.5,3620.0
CHNL75,2022-05-15,19.0,37.0,2035.0000000000002
CHNL75,2022-07-15,9.0,79.0,3080.0
CHNL75,2022-10-15,13.0,40.0,2210.0
CHNL75,2022-11-15,11.0,37.5,1625.0
CHNL75,2022-12-15,9.0,36.0,1425.0
CHNL77,2016-01-15,6.53,20.0,710.0
CHNL77,2016-02-15,7.46,,890.0
CHNL77,2016-03-15,3.6,10.0,670.0
CHNL77,2016-04-15,4.56,,950.0
CHNL77,2016-05-15,5.720000000000001,20.0,1280.0
CHNL77,2016-06-15,4.17,,770.0
CHNL77,2016-07-15,6.15,,700.0
CHNL77,2016-08-15,3.2399999999999998,10.0,660.0
CHNL77,2016-09-15,5.87,10.0,1270.0
CHNL77,2016-10-15,2.8,20.0,710.0
CHNL77,2016-11-15,1.66,,980.0
CHNL77,2016-12-15,4.43,,1330.0
CHNL77,2017-01-15,6.8,,1120.0
CHNL77,2017-02-15,3.78,,986.0
CHNL77,2017-03-15,4.79,,1290.0
CHNL77,2017-04-15,3.4,,1400.0
CHNL77,2017-05-15,2.78,,1400.0
CHNL77,2017-06-15,2.46,,1330.0
CHNL77,2017-07-15,2.16,,1100.0
CHNL77,2017-08-15,2.21,,972.0
CHNL77,2017-09-15,4.64,,896.0
CHNL77,2017-11-15,7.0,20.0,1560.0
CHNL77,2017-12-15,5.0,20.0,980.0
CHNL77,2018-01-15,6.0,,1520.0
CHNL77,2018-02-15,6.0,10.0,890.0
CHNL77,2018-05-15,8.0,10.0,1100.0
CHNL77,2018-06-15,2.0,20.0,1000.0
CHNL77,2018-07-15,5.0,10.0,860.0
CHNL77,2018-08-15,2.0,5.0,700.0
CHNL77,2018-09-15,8.0,20.0,2240.0
CHNL77,2018-10-15,5.0,10.0,2210.0
CHNL77,2018-11-15,2.0,20.0,1820.0
CHNL77,2018-12-15,1.0,10.0,1780.0
CHNL77,2019-01-15,3.0,5.0,1880.0
CHNL77,2019-02-15,1.0,10.0,1960.0
CHNL77,2019-03-15,2.0,10.0,1850.0
CHNL77,2019-04-15,2.0,10.0,1880.0
CHNL77,2019-05-15,1.0,5.0,1780.0
CHNL77,2019-06-15,1.0,10.0,1710.0
CHNL77,2019-07-15,2.0,5.0,1530.0
CHNL77,2019-08-15,1.0,5.0,1510.0
CHNL77,2019-09-15,3.0,5.0,1310.0
CHNL77,2019-10-15,2.0,5.0,1110.0
CHNL77,2019-11-15,1.0,10.0,1110.0
CHNL77,2019-12-15,2.0,5.0,1150.0
CHNL77,2020-01-15,2.0,5.0,1220.0
CHNL77,2020-02-15,1.0,5.0,1280.0
CHNL77,2020-03-15,1.0,5.0,1750.0
CHNL77,2020-05-15,1.0,5.0,1160.0
CHNL77,2020-08-15,4.0,5.0,570.0
CHNL77,2020-09-15,10.0,5.0,560.0
CHNL77,2020-11-15,6.0,5.0,780.0
CHNL77,2020-12-15,3.0,5.0,790.0
CHNL77,2021-01-15,1.0,5.0,810.0
CHNL77,2021-02-15,1.0,5.0,840.0
CHNL77,2021-03-15,1.0,5.0,970.0
CHNL77,2021-04-15,2.0,5.0,900.0
CHNL77,2021-05-15,1.0,5.0,920.0
CHNL77,2021-06-15,1.0,5.0,890.0
CHNL77,2021-07-15,4.0,14.0,900.0
CHNL77,2021-08-15,3.0,5.0,1700.0
CHNL77,2021-09-15,9.0,5.0,2060.0
CHNL77,2021-10-15,3.0,5.0,2570.0
CHNL77,2021-11-15,2.0,8.0,2610.0
CHNL77,2021-12-15,4.0,10.0,2560.0
CHNL77,2022-01-15,2.0,5.0,2570.0
CHNL77,2022-05-15,1.0,5.0,2600.0
CHNL77,2022-07-15,1.0,5.0,2280.0
CHNL77,2022-11-15,1.0,5.0,1830.0
CHNL78,2018-01-15,4.0,20.0,1455.0
CHNL78,2018-02-15,8.0,40.0,1476.6699999999998
CHNL78,2018-03-15,10.0,30.0,1920.0
CHNL78,2018-05-15,1.0,20.0,1490.0
CHNL78,2018-06-15,9.0,20.0,2100.0
CHNL78,2018-07-15,6.0,30.0,1580.0
CHNL78,2018-08-15,2.0,20.0,1580.0
CHNL78,2018-09-15,6.0,20.0,1990.0
CHNL78,2018-10-15,8.0,20.0,2000.0
CHNL78,2018-11-15,1.0,30.0,1610.0
CHNL78,2019-01-15,6.0,20.0,1810.0
CHNL78,2019-02-15,11.0,30.0,1900.0
CHNL78,2019-05-15,12.0,30.0,1580.0
CHNL78,2019-06-15,10.0,20.0,1440.0
CHNL78,2019-07-15,7.0,20.0,1560.0
CHNL78,2019-09-15,1.0,70.0,1090.0
CHNL78,2019-10-15,2.0,40.0,1570.0
CHNL78,2019-11-15,2.0,30.0,1410.0
CHNL78,2020-01-15,2.0,20.0,1520.0
CHNL78,2020-02-15,10.0,30.0,1670.0
CHNL78,2020-03-15,5.0,30.0,1630.0
CHNL78,2020-04-15,10.0,20.0,1460.0
CHNL78,2020-05-15,10.0,33.0,1300.0
CHNL78,2020-06-15,1.0,16.0,1780.0
CHNL78,2020-07-15,3.0,14.0,1880.0
CHNL78,2020-08-15,6.0,25.0,1280.0
CHNL78,2020-09-15,7.0,18.0,1350.0
CHNL78,2020-10-15,6.0,19.0,1480.0
CHNL78,2020-11-15,2.0,19.0,1490.0
CHNL78,2020-12-15,5.0,18.0,1560.0
CHNL78,2021-01-15,2.0,15.0,1510.0
CHNL78,2021-03-15,6.0,13.0,1650.0
CHNL78,2021-04-15,12.0,14.0,1510.0
CHNL78,2021-05-15,23.0,17.0,1540.0
CHNL78,2021-06-15,21.0,15.0,1680.0
CHNL78,2021-07-15,9.0,17.0,1530.0
CHNL78,2021-08-15,18.0,18.0,1300.0
CHNL78,2021-09-15,1.0,18.0,1160.0
CHNL78,2021-10-15,5.0,21.0,1090.0
CHNL78,2021-11-15,2.0,21.0,1180.0
CHNL78,2021-12-15,4.0,22.0,1220.0
CHNL78,2022-01-15,1.0,23.0,1530.0
CHNL78,2022-02-15,7.0,29.0,1570.0
CHNL78,2022-05-15,7.0,20.0,1800.0
CHNL78,2022-06-15,11.0,24.0,1640.0
CHNL78,2022-07-15,13.0,31.0,1490.0
CHNL78,2022-08-15,24.0,29.0,1590.0
CHNL78,2022-09-15,8.0,18.0,1120.0
CHNL78,2022-10-15,1.0,20.0,1190.0
CHNL78,2022-11-15,3.0,22.0,1630.0
CHNL78,2022-12-15,22.0,23.0,1480.0
CHNL81,2011-01-15,2.625,50.0,1590.0
CHNL81,2011-03-15,6.6,50.0,1690.0
CHNL81,2011-04-15,5.7749999999999995,60.0,1390.0
CHNL81,2011-05-15,15.02,100.0,1510.0
CHNL81,2011-07-15,7.63,120.0,1130.0
CHNL81,2011-08-15,8.47,140.0,1360.0
CHNL81,2011-09-15,7.835,85.0,1760.0
CHNL81,2011-11-15,11.979999999999999,100.0,1210.0
CHNL81,2011-12-15,11.549999999999999,90.0,1140.0
CHNL81,2012-01-15,7.63,50.0,1960.0
CHNL81,2012-02-15,8.51,80.0,3270.0
CHNL81,2012-03-15,6.37,70.0,2290.0
CHNL81,2012-04-15,8.46,80.0,1730.0
CHNL81,2012-05-15,8.57,80.0,1880.0
CHNL81,2012-06-15,7.6899999999999995,60.0,1430.0
CHNL81,2012-07-15,9.06,70.0,940.0
CHNL81,2012-08-15,8.43,60.0,1410.0
CHNL81,2012-09-15,8.34,80.0,1440.0
CHNL81,2012-10-15,13.4,80.0,1430.0
CHNL81,2012-11-15,9.25,90.0,1340.0
CHNL81,2012-12-15,6.7,40.0,820.0
CHNL81,2013-01-15,6.8500000000000005,40.0,940.0
CHNL81,2013-02-15,6.92,40.0,910.0
CHNL81,2013-03-15,7.4799999999999995,40.0,850.0
CHNL81,2013-05-15,9.530000000000001,40.0,960.0
CHNL81,2013-06-15,9.610000000000001,30.0,950.0
CHNL81,2013-07-15,7.57,40.0,850.0
CHNL81,2013-08-15,8.35,30.0,860.0
CHNL81,2013-09-15,8.21,30.0,820.0
CHNL81,2013-10-15,9.16,30.0,820.0
CHNL81,2013-11-15,0.91,30.0,900.0
CHNL81,2013-12-15,6.41,30.0,900.0
CHNL81,2014-01-15,6.35,30.0,680.0
CHNL81,2014-02-15,6.87,30.0,860.0
CHNL81,2014-03-15,7.41,30.0,730.0
CHNL81,2014-04-15,7.3,40.0,820.0
CHNL81,2014-05-15,8.4,30.0,610.0
CHNL81,2014-06-15,2.8,40.0,590.0
CHNL81,2014-07-15,3.3,40.0,1000.0
CHNL81,2014-08-15,2.9,50.0,930.0
CHNL81,2014-09-15,5.2,40.0,800.0
CHNL81,2014-10-15,6.7,50.0,960.0
CHNL81,2014-11-15,4.8999999999999995,40.0,970.0
CHNL81,2014-12-15,6.7,40.0,740.0
CHNL81,2015-01-15,2.6,50.0,1000.0
CHNL81,2015-02-15,8.8,50.0,980.0
CHNL81,2015-03-15,8.200000000000001,50.0,830.0
CHNL81,2015-04-15,2.9,50.0,240.0
CHNL81,2015-05-15,3.65,40.0,920.0
CHNL81,2015-06-15,4.069999999999999,50.0,880.0
CHNL81,2015-07-15,7.64,50.0,970.0
CHNL81,2015-08-15,8.73,50.0,900.0
CHNL81,2015-09-15,7.47,40.0,860.0
CHNL81,2015-10-15,6.289999999999999,50.0,900.0
CHNL81,2015-11-15,6.09,50.0,740.0
CHNL81,2015-12-15,6.87,40.0,860.0
CHNL81,2016-01-15,5.5,50.0,870.0
CHNL81,2016-02-15,4.1000000000000005,40.0,2720.0
CHNL81,2016-03-15,2.1,40.0,2120.0
CHNL81,2016-04-15,1.7,40.0,1390.0
CHNL81,2016-05-15,3.8,50.0,730.0
CHNL81,2016-06-15,3.3,50.0,640.0
CHNL81,2016-07-15,12.4,50.0,890.0
CHNL81,2016-08-15,4.1000000000000005,50.0,870.0
CHNL81,2016-09-15,5.4,30.0,800.0
CHNL81,2016-10-15,11.6,50.0,760.0
CHNL81,2016-11-15,1.6,30.0,900.0
CHNL81,2016-12-15,3.2,40.0,860.0
CHNL81,2017-01-15,3.4,40.0,940.0
CHNL81,2017-02-15,5.0,40.0,960.0
CHNL81,2017-03-15,2.6,40.0,910.0
CHNL81,2017-04-15,4.0,50.0,870.0
CHNL81,2017-05-15,4.5,40.0,890.0
CHNL81,2017-06-15,15.0,50.0,480.0
CHNL81,2017-07-15,12.0,50.0,690.0
CHNL81,2017-08-15,9.0,50.0,920.0
CHNL81,2017-09-15,19.0,50.0,950.0
CHNL81,2017-10-15,11.0,45.0,730.0
CHNL81,2017-11-15,8.0,60.0,790.0
CHNL81,2017-12-15,7.0,40.0,1170.0
CHNL81,2018-01-15,9.0,30.0,960.0
CHNL81,2018-02-15,7.0,30.0,1570.0
CHNL81,2018-03-15,11.0,30.0,1150.0
CHNL81,2018-04-15,11.0,30.0,1300.0
CHNL81,2018-05-15,4.0,30.0,950.0
CHNL81,2018-06-15,6.0,40.0,740.0
CHNL81,2018-07-15,10.0,40.0,940.0
CHNL81,2018-08-15,6.0,40.0,860.0
CHNL81,2018-09-15,9.0,40.0,580.0
CHNL81,2018-10-15,10.0,40.0,420.0
CHNL81,2018-11-15,6.0,50.0,670.0
CHNL81,2018-12-15,5.0,40.0,880.0
CHNL81,2019-01-15,2.0,25.0,830.0
CHNL81,2019-02-15,4.0,40.0,870.0
CHNL81,2019-03-15,4.0,30.0,990.0
CHNL81,2019-04-15,5.0,40.0,870.0
CHNL81,2019-05-15,5.0,40.0,640.0
CHNL81,2019-06-15,5.0,50.0,720.0
CHNL81,2019-07-15,4.0,40.0,810.0
CHNL81,2019-08-15,8.0,40.0,980.0
CHNL81,2019-09-15,6.0,40.0,1010.0
CHNL81,2019-10-15,6.0,40.0,690.0
CHNL81,2019-11-15,11.0,40.0,1080.0
CHNL81,2019-12-15,6.0,30.0,860.0
CHNL81,2020-01-15,10.0,25.0,750.0
CHNL81,2020-02-15,2.0,28.0,540.0
CHNL81,2020-03-15,2.0,20.0,800.0
CHNL81,2020-04-15,9.0,40.0,770.0
CHNL81,2020-05-15,2.0,50.0,1030.0
CHNL81,2020-06-15,14.5,50.0,900.0
CHNL81,2020-07-15,16.0,50.0,890.0
CHNL81,2020-08-15,6.0,50.0,1370.0
CHNL81,2020-09-15,3.0,50.0,580.0
CHNL81,2020-10-15,14.0,50.0,800.0
CHNL81,2020-11-15,5.0,50.0,610.0
CHNL81,2020-12-15,12.0,30.0,730.0
CHNL81,2021-01-15,3.5,40.0,1325.0
CHNL81,2021-02-15,4.0,30.0,1130.0
CHNL81,2021-03-15,6.0,35.0,920.0
CHNL81,2021-04-15,5.0,40.0,690.0
CHNL81,2021-05-15,4.0,30.0,810.0
CHNL81,2021-06-15,7.0,40.0,700.0
CHNL81,2021-07-15,10.0,50.0,830.0
CHNL81,2021-08-15,18.0,45.0,830.0
CHNL81,2021-09-15,9.0,80.0,1600.0
CHNL81,2021-10-15,23.0,105.0,3010.0
CHNL81,2021-11-15,27.5,45.0,2420.0
CHNL81,2021-12-15,6.5,42.0,2210.0
CHNL81,2022-01-15,8.0,30.0,2600.0
CHNL81,2022-02-15,5.5,26.0,2090.0
CHNL81,2022-03-15,1.0,40.0,1320.0
CHNL81,2022-04-15,5.0,30.0,940.0
CHNL81,2022-05-15,7.5,41.0,980.0
CHNL81,2022-06-15,20.0,40.0,900.0
CHNL81,2022-07-15,6.0,50.0,1860.0
CHNL81,2022-08-15,13.0,80.0,2400.0
CHNL81,2022-09-15,17.5,40.0,960.0
CHNL81,2022-10-15,6.0,50.0,960.0
CHNL81,2022-11-15,20.5,40.0,960.0
CHNL81,2022-12-15,17.0,50.0,1070.0
CHNL82,2016-01-15,2.0,10.0,580.0
CHNL82,2016-02-15,3.0,20.0,890.0
CHNL82,2016-03-15,5.0,20.0,790.0
CHNL82,2016-04-15,4.0,30.0,1330.0
CHNL82,2016-05-15,5.0,30.0,720.0
CHNL82,2016-06-15,3.0,,580.0
CHNL82,2016-07-15,18.0,10.0,1310.0
CHNL82,2016-08-15,6.0,,1180.0
CHNL82,2016-10-15,6.0,,840.0
CHNL82,2016-11-15,8.0,40.0,800.0
CHNL82,2016-12-15,1.0,30.0,560.0
CHNL82,2017-01-15,2.0,,860.0
CHNL82,2017-02-15,3.0,,890.0
CHNL82,2017-03-15,6.0,,890.0
CHNL82,2017-05-15,12.0,,890.0
CHNL82,2017-08-15,4.0,,980.0
CHNL82,2017-09-15,2.0,,950.0
CHNL82,2017-10-15,2.0,30.0,1620.0
CHNL82,2017-11-15,5.0,5.0,2540.0
CHNL82,2017-12-15,1.0,5.0,1800.0
CHNL82,2018-01-15,1.0,5.0,1040.0
CHNL82,2018-02-15,1.0,20.0,4330.0
CHNL82,2018-03-15,1.0,5.0,1440.0
CHNL82,2018-04-15,1.0,5.0,1490.0
CHNL82,2018-05-15,1.0,10.0,850.0
CHNL82,2018-06-15,2.0,20.0,1380.0
CHNL82,2018-07-15,3.0,20.0,1750.0
CHNL82,2018-08-15,10.0,40.0,790.0
CHNL82,2018-09-15,1.0,20.0,1190.0
CHNL82,2018-10-15,1.0,10.0,900.0
CHNL82,2018-11-15,2.0,5.0,410.0
CHNL82,2018-12-15,1.0,5.0,680.0
CHNL82,2019-01-15,5.0,,770.0
CHNL82,2019-02-15,4.0,30.0,720.0
CHNL82,2019-03-15,14.0,30.0,880.0
CHNL82,2019-04-15,1.0,30.0,940.0
CHNL82,2019-05-15,1.0,5.0,840.0
CHNL82,2019-06-15,1.0,20.0,730.0
CHNL82,2019-07-15,1.0,20.0,520.0
CHNL82,2019-08-15,19.0,20.0,540.0
CHNL82,2019-09-15,1.0,30.0,340.0
CHNL82,2019-10-15,1.0,20.0,780.0
CHNL82,2019-11-15,1.0,40.0,690.0
CHNL82,2019-12-15,1.0,20.0,740.0
